Identifier,CP Short Title,Event Label,Parent Code,Name,Code,Lineage,Specimen Class,Specimen Type,Anatomic Site,Laterality,Pathology,Storage Type,Initial Quantity,Concentration,Quantity Unit,Concentration Unit,Collector#Email Address,Collection Container,Collection Procedure,Receiver#Email Address,Label Format,Label Auto Print Mode,Label Print Copies,Pre-barcoded Tube,Sort Order,Default Custom Field Values,Activity Status,Parent UID,Unique ID
23221,MMGE-MJFF-PPMI-BIO,V04,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23221
23222,MMGE-MJFF-PPMI-BIO,V04,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23222
23223,MMGE-MJFF-PPMI-BIO,V04,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23223
23224,MMGE-MJFF-PPMI-BIO,V04,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23224
23225,MMGE-MJFF-PPMI-BIO,V04,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23225
23226,MMGE-MJFF-PPMI-BIO,V04,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23226
23227,MMGE-MJFF-PPMI-BIO,V04,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23227
23228,MMGE-MJFF-PPMI-BIO,V04,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23208,sr_23228
23231,MMGE-MJFF-PPMI-BIO,V04,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_23231
23233,MMGE-MJFF-PPMI-BIO,V04,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,sr_23231,sr_23233
24934,MMGE-MJFF-PPMI-BIO,V04,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24934
24935,MMGE-MJFF-PPMI-BIO,V04,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24935
24936,MMGE-MJFF-PPMI-BIO,V04,,,73,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24936
24937,MMGE-MJFF-PPMI-BIO,V04,,,74,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24936,sr_24937
23236,MMGE-MJFF-PPMI-BIO,V05,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23236
23237,MMGE-MJFF-PPMI-BIO,V05,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23237
23238,MMGE-MJFF-PPMI-BIO,V05,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23238
23240,MMGE-MJFF-PPMI-BIO,V05,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23238,sr_23240
23245,MMGE-MJFF-PPMI-BIO,V05,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23240,sr_23245
23246,MMGE-MJFF-PPMI-BIO,V05,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23240,sr_23246
23247,MMGE-MJFF-PPMI-BIO,V05,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23240,sr_23247
23248,MMGE-MJFF-PPMI-BIO,V05,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23240,sr_23248
23249,MMGE-MJFF-PPMI-BIO,V05,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23238,sr_23249
23251,MMGE-MJFF-PPMI-BIO,V05,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23249,sr_23251
23253,MMGE-MJFF-PPMI-BIO,V05,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23253
23254,MMGE-MJFF-PPMI-BIO,V05,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23254
23255,MMGE-MJFF-PPMI-BIO,V05,,,13,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23255
23257,MMGE-MJFF-PPMI-BIO,V05,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23255,sr_23257
23259,MMGE-MJFF-PPMI-BIO,V05,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23257,sr_23259
23260,MMGE-MJFF-PPMI-BIO,V05,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23257,sr_23260
23261,MMGE-MJFF-PPMI-BIO,V05,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23257,sr_23261
23262,MMGE-MJFF-PPMI-BIO,V05,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23257,sr_23262
23263,MMGE-MJFF-PPMI-BIO,V05,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23263
23264,MMGE-MJFF-PPMI-BIO,V05,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23264
23265,MMGE-MJFF-PPMI-BIO,V05,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23265
23266,MMGE-MJFF-PPMI-BIO,V05,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23266
23267,MMGE-MJFF-PPMI-BIO,V05,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23267
23268,MMGE-MJFF-PPMI-BIO,V05,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23268
23269,MMGE-MJFF-PPMI-BIO,V05,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23269
23270,MMGE-MJFF-PPMI-BIO,V05,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23270
23271,MMGE-MJFF-PPMI-BIO,V05,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23271
23272,MMGE-MJFF-PPMI-BIO,V05,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23272
23273,MMGE-MJFF-PPMI-BIO,V05,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23273
23274,MMGE-MJFF-PPMI-BIO,V05,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23274
23275,MMGE-MJFF-PPMI-BIO,V05,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23275
23276,MMGE-MJFF-PPMI-BIO,V05,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23276
23277,MMGE-MJFF-PPMI-BIO,V05,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23277
23278,MMGE-MJFF-PPMI-BIO,V05,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23278
23279,MMGE-MJFF-PPMI-BIO,V05,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23279
23280,MMGE-MJFF-PPMI-BIO,V05,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23280
23281,MMGE-MJFF-PPMI-BIO,V05,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23281
23282,MMGE-MJFF-PPMI-BIO,V05,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23282
23283,MMGE-MJFF-PPMI-BIO,V05,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23263,sr_23283
24939,MMGE-MJFF-PPMI-BIO,V05,,FROZEN,45,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24939
24943,MMGE-MJFF-PPMI-BIO,V05,,FROZEN,46,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24943
24944,MMGE-MJFF-PPMI-BIO,V05,,FORMALIN,42,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_24944
24945,MMGE-MJFF-PPMI-BIO,V05,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24945
24946,MMGE-MJFF-PPMI-BIO,V05,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24945,sr_24946
23294,MMGE-MJFF-PPMI-BIO,V06,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23294
23295,MMGE-MJFF-PPMI-BIO,V06,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23295
23296,MMGE-MJFF-PPMI-BIO,V06,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23296
23318,MMGE-MJFF-PPMI-BIO,V06,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23296,sr_23318
23319,MMGE-MJFF-PPMI-BIO,V06,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23318,sr_23319
23320,MMGE-MJFF-PPMI-BIO,V06,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23318,sr_23320
23321,MMGE-MJFF-PPMI-BIO,V06,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23318,sr_23321
23322,MMGE-MJFF-PPMI-BIO,V06,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23318,sr_23322
23323,MMGE-MJFF-PPMI-BIO,V06,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23296,sr_23323
23324,MMGE-MJFF-PPMI-BIO,V06,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23323,sr_23324
23325,MMGE-MJFF-PPMI-BIO,V06,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23325
23326,MMGE-MJFF-PPMI-BIO,V06,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23326
23327,MMGE-MJFF-PPMI-BIO,V06,,,75,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23327
23328,MMGE-MJFF-PPMI-BIO,V06,,,14,Derived,Fluid,Serum,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23327,sr_23328
23329,MMGE-MJFF-PPMI-BIO,V06,,,15,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23328,sr_23329
23330,MMGE-MJFF-PPMI-BIO,V06,,,16,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23328,sr_23330
23331,MMGE-MJFF-PPMI-BIO,V06,,,17,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23328,sr_23331
23332,MMGE-MJFF-PPMI-BIO,V06,,,18,Aliquot,Fluid,Serum,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Serum (Red) Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23328,sr_23332
23333,MMGE-MJFF-PPMI-BIO,V06,,,19,New,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Virtual,30000.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,,sr_23333
23334,MMGE-MJFF-PPMI-BIO,V06,,,20,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23334
23335,MMGE-MJFF-PPMI-BIO,V06,,,21,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23335
23336,MMGE-MJFF-PPMI-BIO,V06,,,22,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23336
23337,MMGE-MJFF-PPMI-BIO,V06,,,23,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23337
23338,MMGE-MJFF-PPMI-BIO,V06,,,24,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23338
23339,MMGE-MJFF-PPMI-BIO,V06,,,25,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23339
23340,MMGE-MJFF-PPMI-BIO,V06,,,26,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23340
23341,MMGE-MJFF-PPMI-BIO,V06,,,27,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23341
23342,MMGE-MJFF-PPMI-BIO,V06,,,28,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23342
23343,MMGE-MJFF-PPMI-BIO,V06,,,29,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23343
23344,MMGE-MJFF-PPMI-BIO,V06,,,30,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23344
23345,MMGE-MJFF-PPMI-BIO,V06,,,31,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23345
23346,MMGE-MJFF-PPMI-BIO,V06,,,32,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23346
23347,MMGE-MJFF-PPMI-BIO,V06,,,33,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23347
23348,MMGE-MJFF-PPMI-BIO,V06,,,34,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23348
23349,MMGE-MJFF-PPMI-BIO,V06,,,35,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23349
23350,MMGE-MJFF-PPMI-BIO,V06,,,36,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23350
23351,MMGE-MJFF-PPMI-BIO,V06,,,37,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23351
23352,MMGE-MJFF-PPMI-BIO,V06,,,38,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23352
23353,MMGE-MJFF-PPMI-BIO,V06,,,39,Aliquot,Fluid,Cerebrospinal Fluid,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,Sterile Container,Not Specified,,,,,no,,,Active,sr_23333,sr_23353
24950,MMGE-MJFF-PPMI-BIO,V06,,FROZEN,76,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Not Specified,Not Specified,,,,,no,,,Active,,sr_24950
24951,MMGE-MJFF-PPMI-BIO,V06,,FROZEN,77,New,Tissue,Tissue Frozen,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Not Specified,Not Specified,,,,,no,,,Active,,sr_24951
24952,MMGE-MJFF-PPMI-BIO,V06,,FORMALIN,78,New,Tissue,Tissue Fixed,Cervical Paravertebral,Not Specified,Not Specified,Virtual,,,each,'-,,Not Specified,Not Specified,,,,,no,,,Active,,sr_24952
24953,MMGE-MJFF-PPMI-BIO,V06,,,43,New,Fluid,Urine,Not Specified,Not Specified,Not Specified,Virtual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,,,Active,,sr_24953
24954,MMGE-MJFF-PPMI-BIO,V06,,,44,Aliquot,Fluid,Urine,Not Specified,Not Specified,Not Specified,Manual,15000.00000000,,uL,,,Urine Cup,Not Specified,,,,,no,1,,Active,sr_24953,sr_24954
23404,MMGE-MJFF-PPMI-BIO,V07,,,1,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23404
23405,MMGE-MJFF-PPMI-BIO,V07,,,2,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,RNA PAXgene Tube 10mL,Not Specified,,,,,no,,,Active,,sr_23405
23406,MMGE-MJFF-PPMI-BIO,V07,,,3,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,10000.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,,sr_23406
23407,MMGE-MJFF-PPMI-BIO,V07,,,4,Derived,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23406,sr_23407
23410,MMGE-MJFF-PPMI-BIO,V07,,,5,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23407,sr_23410
23411,MMGE-MJFF-PPMI-BIO,V07,,,6,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23407,sr_23411
23412,MMGE-MJFF-PPMI-BIO,V07,,,7,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23407,sr_23412
23413,MMGE-MJFF-PPMI-BIO,V07,,,8,Aliquot,Fluid,Plasma,Not Specified,Not Specified,Not Specified,Manual,1500.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23407,sr_23413
23409,MMGE-MJFF-PPMI-BIO,V07,,,9,Derived,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Virtual,,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23406,sr_23409
23414,MMGE-MJFF-PPMI-BIO,V07,,,10,Aliquot,Fluid,Buffy Coat,Not Specified,Not Specified,Not Specified,Manual,750.00000000,,uL,,,EDTA Tube - 10mL,Not Specified,,,,,no,,,Active,sr_23409,sr_23414
23415,MMGE-MJFF-PPMI-BIO,V07,,,11,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23415
23416,MMGE-MJFF-PPMI-BIO,V07,,,12,New,Fluid,Whole Blood,Not Specified,Not Specified,Not Specified,Virtual,3000.00000000,,uL,,,EDTA Tube - 3mL,Not Specified,,,,,no,,,Active,,sr_23416
